C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='A'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
959 |HD 283935                          |*  |04 56 03.3820362888 +26 07 22.025657424|     ~   |12.31    |11.53    |     ~   |     ~   |A              |   3|   0
960 |HD 284088                          |*  |05 02 56.0883497808 +25 33 38.987861004|     ~   |11.81    |11.19    |     ~   |     ~   |A              |   3|   0
961 |HD 284015                          |*  |04 58 05.8754167224 +25 30 38.956994460|     ~   |11.96    |11.85    |     ~   |     ~   |A              |   2|   0
962 |HD 284020                          |** |04 59 16.321416 +24 53 43.80828        |     ~   |12.153   |11.532   |11.484   |     ~   |A              |   1|   0
963 |HD 284859                          |*  |04 54 52.2412982712 +23 07 18.190129440|     ~   |11.30    |11.07    |     ~   |     ~   |A              |   3|   0
964 |HD 284869                          |*  |04 55 09.2611854504 +22 39 49.600478628|     ~   |12.17    |12.24    |     ~   |     ~   |A              |   3|   0
965 |HD 284873                          |*  |04 53 43.4722488312 +22 10 41.983836852|     ~   |12.02    |11.16    |     ~   |     ~   |A              |   4|   0
966 |HD 284034                          |*  |05 00 08.1487151424 +24 19 21.217983528|     ~   |11.63    |11.45    |     ~   |     ~   |A              |   4|   0
967 |HD 284032                          |*  |05 00 14.5954854816 +24 29 42.042233940|     ~   |10       |     ~   |     ~   |     ~   |A              |   2|   0
968 |HD 283965                          |*  |04 56 08.8595581248 +24 08 44.462052060|     ~   |10       |     ~   |     ~   |     ~   |A              |   2|   0
969 |HD 284037                          |*  |04 59 42.1438528320 +24 08 37.965786360|     ~   |12.06    |11.56    |     ~   |     ~   |A              |   4|   0
970 |HD 285125                          |*  |05 03 38.4622687465 +23 38 47.404559038|10.132   |10.23    |9.974    |9.777    |9.572    |A              |  12|   0
971 |HD 284936                          |*  |05 01 49.5991330920 +23 52 47.963194860|     ~   |10       |     ~   |     ~   |     ~   |A              |   2|   0
972 |HD 285107                          |*  |05 02 30.9261459908 +23 45 54.731628281|11.126   |10.85    |10.835   |10.634   |10.389   |A              |  11|   0
973 |HD 285108                          |*  |05 03 22.5279636240 +23 43 32.434726260|11.588   |11.29    |11.308   |11.112   |10.888   |A              |  10|   0
974 |HD 284950                          |*  |05 02 03.2815355151 +23 26 03.416095127|     ~   |11.97    |11.56    |     ~   |     ~   |A              |   2|   0
975 |HD 285133                          |*  |05 02 18.1994007600 +23 21 29.015310600|     ~   |11.99    |11.80    |     ~   |     ~   |A              |   9|   0
976 |HD 284966                          |*  |04 56 56.6320582992 +22 52 18.783762420|     ~   |11.63    |11.31    |     ~   |     ~   |A              |   5|   0
977 |HD 285004                          |Pe*|05 01 28.0464846144 +22 12 32.998839876|     ~   |11.66    |11.20    |     ~   |     ~   |A              |   3|   0
978 |HD 284117                          |*  |05 03 13.7085810336 +24 02 00.303474300|     ~   |11.85    |11.92    |     ~   |     ~   |A              |   7|   0
979 |HD 284847                          |*  |04 55 34.4616132936 +23 32 34.693839240|     ~   |12.09    |11.64    |     ~   |     ~   |A              |   2|   0
980 |HD 284883                          |*  |04 55 06.3812507496 +21 36 14.615480664|     ~   |11.80    |11.75    |     ~   |     ~   |A              |   2|   0
981 |HD 284919                          |*  |04 53 27.1364891256 +19 53 29.448960000|     ~   |12.32    |11.58    |     ~   |     ~   |A              |   2|   0
982 |HD 284920                          |*  |04 53 13.7474752224 +19 43 09.192605772|     ~   |12.33    |11.61    |     ~   |     ~   |A              |   3|   0
983 |HD 285057                          |*  |05 00 31.7992301688 +20 21 28.864778256|     ~   |12.15    |11.93    |     ~   |     ~   |A              |   2|   0
984 |HD 285061                          |*  |05 01 48.4513245072 +20 12 26.233165800|     ~   |11.76    |11.32    |     ~   |     ~   |A              |   2|   0
985 |HD 285074                          |*  |04 57 46.7582774136 +19 49 35.397118056|     ~   |11.99    |11.44    |     ~   |     ~   |A              |   2|   0
986 |HD 285081                          |*  |04 59 01.9756120320 +19 51 37.367536680|     ~   |11.85    |11.60    |     ~   |     ~   |A              |   2|   0
987 |HD 286131                          |*  |04 53 50.6133575712 +18 11 14.216242632|     ~   |12.59    |12.12    |     ~   |     ~   |A              |   4|   0
988 |HD 286134                          |*  |04 54 22.8472291776 +18 00 58.272030756|     ~   |12.11    |11.99    |     ~   |     ~   |A              |   3|   0
989 |HD 286205                          |*  |05 00 07.8810227976 +18 53 40.654364604|     ~   |12.31    |11.29    |     ~   |     ~   |A              |   2|   0
990 |HD 286208                          |*  |05 01 46.8560289168 +18 21 41.544220500|     ~   |12.00    |11.80    |     ~   |     ~   |A              |   2|   0
991 |HD 286213                          |*  |04 57 36.2841182376 +17 55 52.781545092|     ~   |10       |     ~   |     ~   |     ~   |A              |   2|   0
992 |HD 286185                          |*  |04 55 12.4602280200 +14 50 26.459789064|     ~   |11.07    |10.75    |     ~   |     ~   |A              |   2|   0
993 |HD 31255                           |*  |04 54 39.7795997232 +11 56 09.872708388|     ~   |8.38     |8.19     |     ~   |     ~   |A              |   8|   0
994 |HD 287395                          |** |05 01 15.624864 +12 07 18.00912        |     ~   |11.899   |11.495   |11.532   |     ~   |A              |   2|   0
995 |HD 287389                          |*  |05 03 18.7155379680 +12 16 11.044458732|     ~   |12.28    |11.46    |11.84    |     ~   |A              |   3|   0
996 |HD 287337                          |*  |04 58 00.0473163984 +09 20 49.670135844|     ~   |11.72    |11.59    |     ~   |     ~   |A              |   3|   0
997 |HD 289887                          |*  |05 03 31.0500096744 -00 30 04.076938224|     ~   |11.4     |10.9     |     ~   |     ~   |A              |   2|   0
998 |V* V1637 Ori                       |EB*|04 53 08.5931139216 -03 29 52.725821964|     ~   |12.46    |12.25    |     ~   |     ~   |A              |  12|   0
999 |EC 04515-3754                      |RR*|04 53 14.4111477168 -37 49 15.924408168|13.00    |12.17    |12.44    |     ~   |     ~   |A              |  33|   0
1000|HD 277322                          |*  |05 03 53.6814344664 +43 09 47.014807428|     ~   |11.29    |11.07    |     ~   |     ~   |A              |   2|   0
