C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='G'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
945 |HD 284159                          |*  |04 11 05.6387599752 +23 44 43.225535400|     ~   |12.07    |11.28    |     ~   |     ~   |G              |   4|   0
946 |HD 283559                          |*  |04 15 32.2487787144 +24 06 31.530134376|     ~   |12.15    |10.95    |     ~   |     ~   |G              |   4|   0
947 |HD 284199                          |*  |04 10 08.6263318128 +21 32 24.217736064|     ~   |11.94    |11.15    |     ~   |     ~   |G              |   2|   0
948 |HD 284257                          |*  |04 16 33.0940715400 +21 00 12.725729244|     ~   |11.84    |11.08    |     ~   |     ~   |G              |   2|   0
949 |HD 284256                          |*  |04 16 29.4830188296 +21 07 20.459309916|     ~   |12.07    |11.53    |     ~   |     ~   |G              |   2|   0
950 |HD 284311                          |PM*|04 17 13.6510704504 +22 39 55.861750584|     ~   |11.8     |11.2     |     ~   |     ~   |G              |   4|   0
951 |HD 284275                          |** |04 13 54.480864 +20 17 03.59628        |     ~   |12.227   |11.437   |11.385   |     ~   |G              |   2|   0
952 |HD 284272                          |*  |04 15 43.4505163632 +20 20 14.251041384|     ~   |12.16    |12.11    |     ~   |     ~   |G              |   2|   0
953 |Putney 1                           |*  |04 13 11.0 +19 01 06                   |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
954 |HD 285502                          |*  |04 08 05.4693243888 +15 42 06.839812296|     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
955 |HD 286581                          |*  |04 10 57.1265871288 +13 44 14.017676316|     ~   |10       |     ~   |     ~   |     ~   |G              |   2|   0
956 |HD 286584                          |*  |04 11 32.1749024143 +13 19 49.129453303|     ~   |12.36    |12.09    |     ~   |     ~   |G              |   2|   0
957 |HD 286607                          |PM*|04 12 31.6570087464 +12 00 11.322458496|     ~   |12.55    |11.59    |11.39    |     ~   |G              |   6|   0
958 |[AUO2003] J041759.11+010051.9      |*  |04 17 59.11 +01 00 51.9                |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
959 |BD-19 842                          |*  |04 10 49.3010412792 -19 25 19.698106332|     ~   |11.03    |10.41    |     ~   |     ~   |G              |   1|   0
960 |HD 26818                           |*  |04 13 04.3820001168 -35 52 05.567370240|     ~   |11.24    |10.36    |     ~   |     ~   |G              |   4|   0
961 |HD 26681                           |*  |04 11 50.9485114104 -35 54 03.660181560|     ~   |10.97    |10.36    |     ~   |     ~   |G              |   7|   0
962 |HD 27439                           |** |04 18 17.3555 -37 55 05.356            |     ~   |10.83    |10.17    |     ~   |     ~   |G              |   3|   0
963 |CD-40 1318                         |PM*|04 17 54.1730482944 -40 01 55.630472484|     ~   |11.67    |10.82    |10.3     |     ~   |G              |  12|   0
964 |HD 276210                          |*  |04 20 00.0488666760 +39 48 29.748217608|     ~   |11.99    |11.25    |     ~   |     ~   |G              |   2|   0
965 |HD 276444                          |*  |04 28 45.0736448928 +40 46 38.805836088|     ~   |11.84    |11.30    |     ~   |     ~   |G              |   2|   0
966 |HD 276375                          |*  |04 25 06.8070951960 +39 30 47.929903956|     ~   |12.15    |11.32    |     ~   |     ~   |G              |   3|   0
967 |HD 279799                          |*  |04 24 11.7987580848 +38 01 52.632554880|     ~   |12.21    |11.62    |     ~   |     ~   |G              |   2|   0
968 |HD 279872                          |EB*|04 26 40.2257808360 +37 00 48.241624284|     ~   |12.34    |11.551   |11.096   |10.612   |G              |   6|   0
969 |HD 279876                          |Y*?|04 29 00.2269984752 +36 48 05.251331304|     ~   |12.39    |11.45    |11.34    |     ~   |G              |   3|   0
970 |HD 279879                          |PM*|04 26 38.3758631280 +36 36 55.742252184|     ~   |13.03    |12.04    |     ~   |     ~   |G              |   2|   0
971 |HD 279901                          |*  |04 27 56.1280040808 +35 15 35.106972768|     ~   |12.37    |12.02    |     ~   |     ~   |G              |   2|   0
972 |HD 281942                          |*  |04 21 03.1552957632 +33 39 58.296719736|     ~   |12.33    |11.12    |     ~   |     ~   |G              |   2|   0
973 |HD 282061                          |SB*|04 28 32.2693542408 +34 04 21.695144952|     ~   |11.68    |11.07    |     ~   |     ~   |G              |   2|   0
974 |HD 281947                          |*  |04 22 29.79 +33 35 00.9                |     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
975 |HD 281950                          |*  |04 24 05.9135868384 +33 27 48.309653304|     ~   |12.36    |11.45    |     ~   |     ~   |G              |   2|   0
976 |HD 282079                          |*  |04 29 11.8771053024 +33 18 03.449034252|     ~   |12.00    |11.34    |     ~   |     ~   |G              |   2|   0
977 |HD 282124                          |*  |04 25 09.9469388376 +32 11 10.568095836|     ~   |12.06    |11.98    |     ~   |     ~   |G              |   2|   0
978 |HD 281960                          |PM*|04 22 40.7086456344 +33 11 19.396129056|     ~   |12.42    |11.12    |10.67    |     ~   |G              |   1|   0
979 |HD 281996                          |*  |04 24 05.4051666960 +32 06 04.257727128|     ~   |12.02    |11.50    |     ~   |     ~   |G              |   3|   0
980 |HD 281908                          |SB*|04 20 32.6529207144 +30 12 12.533453640|     ~   |11.89    |11.12    |10.93    |     ~   |G              |   3|   0
981 |HD 282025                          |*  |04 23 47.2501472640 +30 38 48.146129880|     ~   |12.18    |11.54    |     ~   |     ~   |G              |   3|   0
982 |HD 282013                          |*  |04 24 37.1359350648 +31 04 51.451654656|     ~   |12.49    |11.86    |     ~   |     ~   |G              |   3|   0
983 |HD 282157                          |** |04 25 25.7868 +30 51 11.717            |     ~   |12.33    |11.34    |11.10    |     ~   |G              |   2|   0
984 |HD 282163                          |*  |04 25 49.4504795928 +30 10 34.758355512|     ~   |13.09    |11.84    |     ~   |     ~   |G              |   2|   0
985 |HD 282178                          |*  |04 29 41.7775319208 +29 42 04.041617760|     ~   |12.86    |11.36    |     ~   |     ~   |G              |   2|   0
986 |HD 283622                          |*  |04 25 15.9743342640 +29 00 15.810054840|     ~   |12.30    |11.18    |     ~   |     ~   |G              |   3|   0
987 |HD 282181                          |*  |04 26 47.7242254968 +29 18 16.263642420|     ~   |12.01    |11.59    |     ~   |     ~   |G              |   3|   0
988 |HD 284293                          |*  |04 20 53.9163812760 +23 40 07.527478440|     ~   |12.21    |11.39    |     ~   |     ~   |G              |   2|   0
989 |HD 284286                          |*  |04 20 00.8625045744 +23 52 32.039753700|     ~   |11.75    |10.82    |     ~   |     ~   |G              |   3|   0
990 |HD 283649                          |*  |04 24 02.5209712032 +26 00 30.716393112|     ~   |13.22    |10.77    |     ~   |     ~   |G              |   2|   0
991 |HD 283601                          |*  |04 22 37.3821626544 +25 21 24.578450676|     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
992 |HD 283662                          |*  |04 24 40.7326321200 +24 40 32.403784584|     ~   |12.64    |11.17    |     ~   |     ~   |G              |   2|   0
993 |HD 283664                          |*  |04 24 38.0621637648 +24 25 09.609739032|     ~   |12.38    |11.17    |     ~   |     ~   |G              |   2|   0
994 |HD 284420                          |*  |04 25 55.6983876936 +24 01 02.341709652|     ~   |12.18    |11.24    |     ~   |     ~   |G              |   2|   0
995 |HD 284378                          |*  |04 22 20.3252670792 +22 56 47.988390876|     ~   |12.19    |12.48    |     ~   |     ~   |G              |   2|   0
996 |HD 284371                          |*  |04 22 07.1668529472 +23 07 04.804745556|     ~   |12.11    |11.46    |     ~   |     ~   |G              |   3|   0
997 |HD 284388                          |** |04 24 02.682216 +21 26 10.24224        |     ~   |11.203   |10.514   |10.389   |     ~   |G              |   3|   0
998 |HD 284493                          |*  |04 29 26.3331876720 +22 01 56.743467960|     ~   |12.25    |11.60    |     ~   |     ~   |G              |   2|   0
999 |HD 284393                          |*  |04 22 17.1508287432 +21 02 16.603429416|     ~   |11.67    |11.23    |     ~   |     ~   |G              |   3|   0
1000|HD 284403                          |*  |04 21 59.3195706912 +20 33 31.054180572|     ~   |11.80    |10.99    |     ~   |     ~   |G              |   3|   0
