C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:14

sptype='B'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
942 |LS V +57 60                        |*  |04 33 19.9082762472 +58 05 07.816909380|     ~   |11.87    |11.53    |     ~   |     ~   |B              |   8|   0
943 |BD+56 959                          |*  |04 41 01.7286723024 +56 47 55.484840688|     ~   |10.47    |9.83     |     ~   |     ~   |B              |   5|   0
944 |LS V +54 13                        |Em*|04 43 24.2233733112 +54 28 16.662033192|     ~   |11.85    |11.36    |     ~   |     ~   |B              |   8|   0
945 |LS V +53 28                        |*  |04 44 32.4183446424 +54 04 50.038507848|     ~   |11.88    |11.73    |     ~   |     ~   |B              |   6|   0
946 |EM* VES 853                        |Em*|04 57 54.9200383320 +47 39 42.266317320|     ~   |12.13    |12.13    |     ~   |     ~   |B              |  10|   0
947 |BD+48 1191                         |*  |04 59 25.1424557856 +48 55 18.676210404|     ~   |9.66     |9.57     |     ~   |     ~   |B              |   9|   0
948 |LS V +48 25                        |*  |05 06 47.4390505416 +48 29 59.364716100|     ~   |12.48    |12.05    |12.05    |     ~   |B              |   4|   0
949 |LS V +47 25                        |*  |05 08 09.2632287216 +47 22 40.241845236|     ~   |12.02    |12.07    |     ~   |     ~   |B              |   5|   0
950 |LS V +45 18                        |*  |05 02 04.7319683208 +45 12 50.884951968|     ~   |11.69    |11.03    |     ~   |     ~   |B              |   5|   0
951 |LS V +45 19                        |*  |05 02 59.6702484864 +45 10 57.206760852|     ~   |12.74    |12.16    |12.15    |     ~   |B              |   5|   0
952 |LS V +45 20                        |*  |05 03 12.7704652968 +45 32 45.524399640|     ~   |10.93    |10.54    |     ~   |     ~   |B              |   7|   0
953 |LS V +44 29                        |*  |05 06 20.2856773920 +44 20 30.056980992|     ~   |11.66    |11.39    |     ~   |     ~   |B              |   5|   0
954 |LS V +45 21                        |*  |05 09 53.5613116392 +45 59 35.785171608|     ~   |9.90     |9.24     |     ~   |     ~   |B              |   5|   0
955 |LS V +44 33                        |Em*|05 12 58.3825803624 +44 50 24.601339392|     ~   |10.98    |10.85    |     ~   |     ~   |B              |   7|   0
956 |LS V +54 15                        |*  |05 10 26.1626940480 +54 31 24.976103808|     ~   |10.85    |10.53    |     ~   |     ~   |B              |   8|   0
957 |LS V +51 22                        |*  |05 03 21.4214178768 +51 28 56.567884044|     ~   |11.16    |10.85    |     ~   |     ~   |B              |   8|   0
958 |LS V +50 12                        |*  |05 10 02.9865006984 +50 44 40.491146832|     ~   |12.5     |     ~   |     ~   |     ~   |B              |   6|   0
959 |LS V +50 13                        |*  |05 10 32.2939109880 +51 02 24.387290556|     ~   |12.7     |     ~   |     ~   |     ~   |B              |   4|   0
960 |LS V +47 26                        |*  |05 10 57.3376276008 +47 21 19.763471484|     ~   |11.54    |11.16    |     ~   |     ~   |B              |   6|   0
961 |LS V +49 20                        |*  |05 11 48.8945208336 +49 33 22.938260724|     ~   |11.71    |11.70    |     ~   |     ~   |B              |   5|   0
962 |BD+44 1148                         |*  |05 15 57.0464847333 +44 51 37.912347053|     ~   |10.55    |10.49    |     ~   |     ~   |B              |   8|   0
963 |HS 0231+8019                       |*  |02 38 22.3015884168 +80 32 17.308786344|     ~   |     ~   |     ~   |     ~   |     ~   |B              |   1|   0
964 |LS V +47 29                        |*  |05 29 25.7839223976 +47 39 43.281507708|     ~   |11.45    |11.31    |     ~   |     ~   |B              |   8|   0
965 |KUV 18046+6436                     |*  |18 04 51.2977576344 +64 35 56.621756436|     ~   |16.06    |15.99    |16.30    |     ~   |B              |   3|   0
966 |KUV 18020+6639                     |HS?|18 02 01.3670880576 +66 39 20.506179024|     ~   |16.5     |17.14    |17.6     |     ~   |B              |   6|   0
967 |FBS 0539+646                       |*  |05 43 59.3662742328 +64 40 06.572919144|     ~   |12.09    |11.82    |     ~   |     ~   |BN1            |   4|   0
968 |PG 1739+455                        |HB*|17 41 06.7728179640 +45 31 08.405717520|     ~   |15.90    |16.33    |16.1     |     ~   |B              |   3|   0
969 |SDSS J172004.07+575110.8           |*  |17 20 04.0785536712 +57 51 10.830941424|     ~   |18.51    |18.664   |     ~   |18.530   |B              |   5|   0
970 |SBSS 1715+604                      |HB*|17 15 40.7927560680 +60 24 55.462267548|     ~   |16.04    |15.52    |15.63    |     ~   |BN             |   2|   0
971 |FBS 0644+635                       |*  |06 49 07.5813412776 +63 29 16.086694992|     ~   |     ~   |15.7     |     ~   |     ~   |BN1            |   3|   0
972 |HD 238624                          |*  |16 54 23.8130 +58 02 18.892            |     ~   |10.69    |10.21    |     ~   |     ~   |B              |   2|   0
973 |SBSS 1655+589                      |HB*|16 56 46.5120100512 +58 52 06.993554844|     ~   |16.8     |     ~   |16.48    |     ~   |B              |   2|   0
974 |FBS 0713+648                       |*  |07 18 03.2271112248 +64 47 57.549118416|     ~   |     ~   |16.0     |     ~   |     ~   |BN1            |   4|   0
975 |SBSS 1629+590                      |HB*|16 30 29.7139440000 +58 58 05.878542036|     ~   |17.5     |     ~   |17.1     |     ~   |B              |   3|   0
976 |SBSS 1638+593                      |HB*|16 38 53.7844378056 +59 12 30.444619248|     ~   |16.36    |16.81    |     ~   |     ~   |B              |   4|   0
977 |PG 1658+445                        |HB*|17 00 27.8883201912 +44 23 35.524553964|     ~   |15.22    |15.24    |15.59    |     ~   |BN2            |   7|   0
978 |SBSS 1615+559                      |HS?|16 16 38.0190944760 +55 46 49.635697044|     ~   |18.0     |     ~   |     ~   |     ~   |B              |   4|   0
979 |SBSS 1602+601                      |HB*|16 03 21.5158150656 +59 57 53.989850988|     ~   |     ~   |     ~   |     ~   |     ~   |BN             |   5|   0
980 |[BFO2002] UMi 40451                |*  |15 08 58.2140090016 +67 20 12.284977776|     ~   |     ~   |19.895   |     ~   |19.619   |B              |   3|   0
981 |[BFO2002] UMi 80418                |*  |15 08 33.8712977736 +67 04 39.102980052|     ~   |     ~   |20.096   |     ~   |19.945   |B              |   2|   0
982 |FBS 0805+639                       |WD?|08 09 55.4620565424 +63 45 09.687098268|     ~   |17.2     |17.2     |18.3     |     ~   |BN2            |   7|   0
983 |SBSS 1543+603                      |HB*|15 44 32.0823351240 +60 08 52.562737752|     ~   |16.26    |15.91    |15.92    |     ~   |BN             |   2|   0
984 |SBSS 1554+593                      |*  |15 55 56.4679920552 +59 12 25.574649552|     ~   |18.0     |     ~   |     ~   |     ~   |B              |   3|   0
985 |SBSS 1527+612A                     |HB*|15 28 43.4552255328 +61 02 07.233404676|     ~   |16.77    |16.43    |16.12    |     ~   |B              |   2|   0
986 |SBSS 1530+603                      |HB*|15 31 03.7754938224 +60 10 33.468381912|     ~   |17.0     |     ~   |16.4     |     ~   |B              |   2|   0
987 |[BGK2006] HV 5                     |HV*|09 17 59.4745317960 +67 22 38.377645896|     ~   |     ~   |17.70    |     ~   |     ~   |B              |  20|   0
988 |SBSS 0811+582                      |HB*|08 15 47.0101279632 +58 03 35.223762600|     ~   |17.6     |     ~   |16.7     |     ~   |BN             |   3|   0
989 |SBSS 1534+571A                     |HB*|15 35 52.562 +57 01 34.15              |     ~   |17.7     |     ~   |17.5     |     ~   |BN             |   2|   0
990 |FBS 1429+635                       |*  |14 30 28.0906465872 +63 17 25.179633024|     ~   |     ~   |14.9     |     ~   |     ~   |BN2            |   4|   0
991 |SBSS 0755+515                      |HB*|07 59 33.5972593656 +51 26 35.941422804|     ~   |17.0     |     ~   |     ~   |     ~   |BN             |   4|   0
992 |SBSS 1554+496                      |HB*|15 55 38.5678100688 +49 32 16.023243840|     ~   |17.0     |     ~   |     ~   |     ~   |BN             |   3|   0
993 |SBSS 1534+523                      |HB*|15 36 09.6192735024 +52 08 59.844947244|     ~   |16.5     |     ~   |16.4     |     ~   |BN             |   3|   0
994 |SBSS 1534+522                      |RR*|15 36 16.0656605208 +52 06 41.391740196|     ~   |17.9     |17.71    |17.5     |     ~   |BN             |   7|   0
995 |SBSS 1438+602B                     |HB*|14 39 38.4025575960 +60 02 47.881989240|     ~   |16.68    |16.17    |     ~   |     ~   |BN             |   3|   0
996 |SBSS 1417+603                      |HB*|14 19 14.3267078232 +60 04 52.058397900|     ~   |16.5     |     ~   |     ~   |     ~   |BN             |   4|   0
997 |FBS 1404+624                       |*  |14 06 24.1288205088 +62 11 22.371864540|     ~   |     ~   |16.1     |     ~   |     ~   |BN2            |   4|   0
998 |FBS 1343+630B                      |*  |13 45 09.6418243752 +62 48 13.141199376|     ~   |     ~   |17.5     |     ~   |     ~   |BN2            |   3|   0
999 |FBS 1051+646                       |*  |10 54 42.5533105584 +64 17 27.923518500|     ~   |     ~   |15.6     |     ~   |     ~   |BN3            |   4|   0
1000|FBS 0933+614                       |*  |09 37 38.6122264080 +61 11 48.230696868|     ~   |     ~   |15.9     |     ~   |     ~   |BN1            |   3|   0
