C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:36

sptype='M'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
928 |HD 350985                          |*  |19 57 08.4985160016 +17 18 41.527875636|     ~   |10.32    |8.85     |     ~   |     ~   |M              |   4|   0
929 |HD 355540                          |*  |20 20 14.4861389808 +14 21 29.991832812|     ~   |12.49    |10.68    |     ~   |     ~   |M              |   2|   0
930 |V* NS Her                          |LP*|17 31 41.4865124976 +21 49 55.127678520|     ~   |13.31    |11.83    |     ~   |     ~   |M              |   1|   0
931 |HD 347868                          |*  |18 04 46.4318945400 +19 45 51.043745916|     ~   |10.66    |9.12     |     ~   |     ~   |M              |   8|   0
932 |HD 348941                          |*  |18 36 08.8442016120 +20 49 15.880919232|     ~   |12.27    |11.05    |     ~   |     ~   |M              |   2|   0
933 |HD 349755                          |*  |19 04 01.6373156160 +20 10 33.040511616|     ~   |11.5     |9.69     |     ~   |     ~   |M              |   2|   0
934 |HD 349994                          |*  |19 23 08.5869260352 +20 44 29.388435288|     ~   |11.68    |10.48    |     ~   |     ~   |M              |   3|   0
935 |HD 351074                          |*  |19 58 34.5382791480 +18 22 19.877034216|     ~   |11.88    |10.64    |     ~   |     ~   |M              |   2|   0
936 |HD 350948                          |*  |19 56 19.0956673632 +18 11 49.682916744|     ~   |12.01    |10.49    |     ~   |     ~   |M              |   2|   0
937 |HD 351088                          |*  |19 57 49.9368589776 +18 07 05.308884552|     ~   |12.09    |10.87    |     ~   |     ~   |M              |   2|   0
938 |HD 351935                          |LP*|20 15 50.9567078256 +17 34 18.546004992|     ~   |12.28    |10.49    |     ~   |     ~   |M              |   2|   0
939 |HD 351933                          |*  |20 16 11.7553220688 +17 28 49.614846816|     ~   |12.59    |10.58    |     ~   |     ~   |M              |   2|   0
940 |HD 351928                          |*  |20 17 27.4044569544 +17 22 39.609058080|     ~   |12.28    |10.40    |     ~   |     ~   |M              |   2|   0
941 |HD 355353                          |*  |20 18 26.0852920392 +16 30 14.463099972|     ~   |11.66    |10.47    |     ~   |     ~   |M              |   2|   0
942 |HD 352498                          |*  |20 33 14.2233687264 +17 27 30.236274792|     ~   |11.44    |9.99     |     ~   |     ~   |M              |   2|   0
943 |RX J1604.6+2103                    |*  |16 04 40.1 +21 03 37                   |     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
944 |V* V363 Her                        |Mi*|16 51 28.3073467608 +22 04 34.900249548|     ~   |13.06    |11.96    |11.022   |     ~   |M              |   5|   0
945 |HD 341464                          |*  |17 59 14.2298517024 +22 49 41.626816104|     ~   |12.25    |11.30    |10.73    |     ~   |M              |   1|   0
946 |HD 335527                          |*  |18 02 24.8630806680 +24 38 55.865698656|     ~   |11.59    |9.97     |     ~   |     ~   |M              |   2|   0
947 |HD 343933                          |*  |19 13 20.2671118104 +22 46 42.635145324|     ~   |11.56    |9.46     |8.99     |     ~   |M              |   0|   0
948 |PN K 4-29                          |Mi*|19 30 38.8271292792 +23 03 34.477896924|     ~   |     ~   |     ~   |     ~   |     ~   |M              |  12|   1
949 |HD 350477                          |*  |19 48 01.1713767816 +20 29 20.347642968|     ~   |11.10    |10.11    |     ~   |     ~   |M              |   2|   0
950 |HD 344814                          |PM*|19 41 57.1680567600 +22 15 52.230907872|     ~   |11.6     |11.0     |     ~   |     ~   |M              |   2|   0
951 |HD 352474                          |*  |20 31 36.8318815896 +18 43 17.858157132|     ~   |11.86    |10.29    |     ~   |     ~   |M              |   2|   0
952 |V* KP Del                          |LP*|20 45 10.1742149088 +18 17 35.343866148|     ~   |10.12    |8.43     |     ~   |     ~   |Ma             |   7|   0
953 |DO 19238                           |LP?|20 40 11.2824290808 +19 28 34.719119544|     ~   |11.89    |10.58    |     ~   |     ~   |M              |   7|   0
954 |HD 344283                          |*  |19 24 43.7807286600 +24 23 30.396680196|     ~   |12.18    |10.95    |     ~   |     ~   |M              |   3|   0
955 |IRAS 19411+2400                    |LP*|19 43 15.4287345312 +24 07 44.853685356|     ~   |     ~   |     ~   |13.11    |     ~   |M              |   5|   0
956 |PN K 4-39                          |*  |19 53 05.7562221888 +23 13 36.026407668|     ~   |     ~   |     ~   |     ~   |     ~   |M              |  17|   2
957 |HD 345826                          |*  |20 09 59.1074244888 +23 13 26.498613612|     ~   |11.90    |10.91    |     ~   |     ~   |M              |   1|   0
958 |HD 347275                          |*  |20 40 38.7710811192 +22 11 47.202765684|     ~   |11.78    |10.22    |     ~   |     ~   |M              |   3|   0
959 |HD 353239                          |*  |20 54 45.8286716328 +20 21 59.135443308|     ~   |11.87    |10.47    |10.12    |     ~   |M              |   1|   0
960 |2MASS J17195957+3011455            |RG*|17 19 59.5713397296 +30 11 45.557599092|     ~   |11.71    |10.41    |     ~   |     ~   |M              |   2|   0
961 |V* V1129 Cyg                       |Mi*|19 33 52.2103818720 +28 04 57.041542380|     ~   |     ~   |     ~   |     ~   |     ~   |M              |  12|   1
962 |HD 339520                          |*  |20 03 33.4317411840 +24 52 33.767968872|     ~   |11.98    |10.78    |     ~   |     ~   |M              |   2|   0
963 |HD 347135                          |*  |20 40 26.8737900216 +22 49 04.231419096|     ~   |12.18    |10.75    |     ~   |     ~   |M              |   3|   0
964 |HD 347425                          |*  |20 44 25.3672597104 +21 57 49.099448916|     ~   |12.76    |11.01    |     ~   |     ~   |M              |   2|   0
965 |ROTSE1 J150930.64+252911.8         |LP*|15 09 30.6524917824 +25 29 11.874784308|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
966 |2MASS J15464681+2700522            |RG*|15 46 46.8181411848 +27 00 52.089110424|     ~   |12.27    |10.74    |     ~   |     ~   |M              |   3|   0
967 |CLS 99                             |LP*|16 08 26.4022802376 +30 24 44.526658860|     ~   |15.15    |13.54    |13.02    |     ~   |M              |   5|   0
968 |CLS 114                            |LP*|17 11 42.8969867664 +32 21 35.079650496|     ~   |13.59    |11.57    |11.59    |     ~   |M              |   3|   0
969 |IRAS 17161+3132                    |Mi*|17 18 04.4846231472 +31 29 26.184772104|     ~   |     ~   |12.0     |     ~   |     ~   |M              |   3|   0
970 |CLS 119                            |LP?|17 18 04.9238321424 +32 12 03.503519352|     ~   |     ~   |     ~   |14.64    |     ~   |M              |   4|   0
971 |CLS 121                            |LP?|17 29 52.5323993784 +32 23 14.641928520|     ~   |15.09    |13.55    |13.16    |     ~   |M              |   3|   0
972 |PN K 4-33                          |LP?|19 45 43.3562568552 +28 38 07.829754216|     ~   |     ~   |     ~   |15.10    |     ~   |M              |  12|   2
973 |[FS2003] 1079                      |*  |20 34 20.698 +25 49 41.48              |     ~   |     ~   |     ~   |     ~   |     ~   |M              |   1|   0
974 |HD 340824                          |*  |20 40 53.3319182616 +26 23 33.890889156|     ~   |12.34    |10.49    |     ~   |     ~   |M              |   2|   0
975 |HD 347573                          |*  |20 50 33.3098826696 +23 52 39.920816316|     ~   |11.69    |10.39    |     ~   |     ~   |M              |   3|   0
976 |V* ZZ CrB                          |LP*|15 56 15.3630570504 +31 13 19.473631320|     ~   |9.54     |7.90     |     ~   |     ~   |Ma             |  13|   0
977 |V* AC CrB                          |LP?|16 05 40.4311153248 +30 55 01.280359812|     ~   |9.86     |8.36     |     ~   |     ~   |Ma             |  13|   0
978 |CLS 101A                           |*  |16 26 48.2521908360 +31 48 00.950271012|     ~   |     ~   |16.0     |     ~   |     ~   |M              |   1|   0
979 |CLS 101B                           |*  |16 26 48.6450272304 +31 48 02.680625052|     ~   |     ~   |16.0     |     ~   |     ~   |M              |   1|   0
980 |CLS 109                            |LP*|16 50 02.0717962152 +33 59 02.914348380|     ~   |15.05    |13.61    |13.05    |     ~   |M              |   4|   0
981 |V* KO Her                          |LP*|16 53 19.2542854632 +33 09 58.094581680|     ~   |13.38    |12.52    |12.25    |     ~   |M              |   8|   0
982 |V* KP Her                          |LP*|16 55 29.2787393016 +33 00 58.848038280|     ~   |12.47    |10.88    |     ~   |     ~   |M              |   4|   0
983 |IRAS F17302+3435                   |LP*|17 32 03.0937237776 +34 33 08.455720788|     ~   |     ~   |12.5     |     ~   |     ~   |M              |   3|   1
984 |V* FM Lyr                          |LP*|18 42 49.6213053936 +35 27 11.039483628|     ~   |12.36    |10.82    |     ~   |     ~   |M              |   3|   0
985 |HD 331072                          |*  |19 41 30.3033011640 +32 52 43.846156452|     ~   |11.75    |10.16    |     ~   |     ~   |M              |   2|   0
986 |HD 331222                          |*  |19 47 27.6405595608 +33 29 01.251764412|     ~   |11.9     |9.8      |     ~   |     ~   |M              |   2|   0
987 |HD 332024                          |*  |20 11 52.7700990648 +31 08 10.909338792|     ~   |11.33    |10.98    |     ~   |     ~   |M              |   2|   0
988 |HD 334576                          |** |20 32 46.4972313936 +29 35 50.868745368|     ~   |12.146   |10.514   |9.990    |     ~   |M              |   3|   0
989 |HD 335097                          |*  |20 43 14.0028142800 +28 37 45.074068500|     ~   |11.85    |10.39    |     ~   |     ~   |M              |   2|   0
990 |HD 341023                          |*  |20 46 52.9903324560 +27 00 55.053040320|     ~   |10.78    |9.55     |     ~   |     ~   |M              |   4|   0
991 |HD 341298                          |*  |20 56 44.5173845640 +26 47 06.084558816|     ~   |11.34    |9.794    |9.26     |     ~   |M              |   1|   0
992 |2MASS J15302572+3234092            |RG*|15 30 25.7188186800 +32 34 09.182383680|     ~   |12.31    |10.51    |     ~   |     ~   |M              |   2|   0
993 |V* XZ CrB                          |LP?|15 50 34.3112644080 +34 25 29.684885196|     ~   |11.14    |9.56     |     ~   |     ~   |Mb             |   9|   0
994 |FIRST J163535.3+352415             |*  |16 35 35.34 +35 24 15.9                |     ~   |     ~   |     ~   |     ~   |     ~   |M              |   1|   0
995 |IRAS 16402+3611                    |LP*|16 42 01.7813023800 +36 05 22.899417504|     ~   |13.35    |11.82    |9.9      |     ~   |M              |   6|   0
996 |DO 15659                           |LP*|16 49 51.6026403960 +37 57 44.318638368|     ~   |     ~   |11.5     |     ~   |     ~   |M              |   2|   0
997 |LP 276-14                          |PM*|16 44 00.2987513981 +37 21 59.163112965|     ~   |17.5     |     ~   |15.5     |     ~   |M              |  11|   0
998 |IRAS 17268+3655                    |LP*|17 28 33.0173960592 +36 52 53.800473108|     ~   |     ~   |11.5     |     ~   |     ~   |M              |   3|   0
999 |HD 332237                          |** |20 25 00.752208 +33 07 53.63328        |     ~   |     ~   |     ~   |9.068    |     ~   |M              |   2|   0
1000|HD 334233                          |*  |20 24 30.6449052648 +30 55 24.455263836|     ~   |11.58    |9.93     |     ~   |     ~   |M              |   2|   0
