C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='O'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
863 |OH 357.71-00.27                    |OH*|17 41 07.72560 -31 01 34.7304          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
864 |IRAS 17383-3144                    |OH*|17 41 38.2821304272 -31 45 33.772948308|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
865 |OH 358.039-01.684                  |OH*|17 47 34.3476520296 -31 29 09.784320108|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   1
866 |ISOGAL-P J173832.5-312042          |AB*|17 38 32.50464 -31 20 42.7452          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
867 |IRAS 17384-3130                    |OH*|17 41 42.05352 -31 32 06.3636          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
868 |IRAS 17380-3136                    |AB*|17 41 16.80912 -31 38 10.5936          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
869 |IRAS 17471-3235                    |OH*|17 50 26.2300701130 -32 36 09.278004848|     ~   |     ~   |     ~   |15.357   |     ~   |O-rich         |   3|   0
870 |IRAS 17459-3059                    |AB*|17 49 10.0075481664 -31 00 34.249789548|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
871 |IRAS 17487-3148                    |OH*|17 51 58.7876969515 -31 48 59.164492735|     ~   |     ~   |     ~   |     ~   |16.652   |O-rich         |   4|   0
872 |RAFGL 5403                         |OH*|17 53 47.48688 -31 44 26.3076          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  14|   1
873 |IRAS 17504-3312                    |mul|17 53 47.0 -33 13 24                   |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   1
874 |IRAS 17521-3058                    |OH*|17 55 25.28424 -30 59 10.5000          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
875 |IRAS 17527-3315                    |AB*|17 56 03.56736 -33 16 10.6572          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
876 |IRAS 17543-3102                    |AB*|17 57 33.6345971580 -31 03 03.526414533|     ~   |     ~   |     ~   |13.686   |     ~   |O-rich         |  11|   0
877 |IRAS 17545-3317                    |mul|17 57 49.3 -33 17 49                   |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   1
878 |IRAS 17545-3056                    |OH*|17 57 48.41376 -30 56 25.7208          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
879 |OH 358.478-02.916                  |OH*|17 53 35.82672 -31 44 19.6332          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
880 |IRAS 17584-3147                    |OH*|18 01 42.02112 -31 47 54.6324          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
881 |IRAS 17580-3111                    |pA*|18 01 20.4011430491 -31 11 20.375380122|     ~   |     ~   |21.456   |     ~   |16.055   |O-rich         |  23|   0
882 |IRAS 18006-3213                    |OH*|18 03 52.8259593264 -32 12 59.377416948|     ~   |     ~   |     ~   |12.24    |9.71     |O-rich         |  35|   0
883 |IRAS 18061-3140                    |OH*|18 09 24.3444044244 -31 39 27.376474613|     ~   |     ~   |12.962   |     ~   |14.05    |O-rich         |   7|   0
884 |IRAS 18019-3121                    |AB*|18 05 12.25992 -31 21 43.0848          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
885 |V* QZ Sgr                          |Mi*|19 04 13.8105132408 -31 05 36.145912380|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
886 |IRAS 19160-2948                    |AB*|19 19 09.5816336952 -29 43 17.997208608|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
887 |V* DI Sgr                          |Mi*|19 34 27.8379393600 -30 14 35.671711488|     ~   |15.50    |     ~   |     ~   |     ~   |O-rich         |  13|   0
888 |IRAS 19502-2838                    |AB*|19 53 21.8419883184 -28 30 38.796028740|     ~   |     ~   |11.38    |     ~   |     ~   |O-rich         |   6|   0
889 |V* XZ Sco                          |Mi*|16 37 03.3296112960 -27 18 47.629107252|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
890 |IRAS 17030-2801                    |OH*|17 06 10.67112 -28 05 21.9804          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
891 |IRAS 17083-2949                    |AB*|17 11 32.44392 -29 53 25.6884          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
892 |IRAS 17135-2748                    |PN?|17 16 39.03288 -27 51 50.8608          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   1
893 |IRAS 17118-2952                    |OH*|17 15 05.14848 -29 56 14.8164          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
894 |IRAS 17175-2819                    |pA?|17 20 42.7774838639 -28 22 35.963616573|     ~   |     ~   |     ~   |16.303   |     ~   |O-rich         |   7|   0
895 |IRAS 17201-2801                    |OH*|17 23 15.4507467888 -28 04 40.379772864|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
896 |IRAS 17212-2837                    |OH*|17 24 24.30336 -28 40 17.7492          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   1
897 |IRAS 17212-2753                    |OH*|17 24 24.74352 -27 56 09.3624          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
898 |IRAS 17227-2905                    |OH*|17 25 57.2046454850 -29 07 32.970833550|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
899 |IRAS 17251-2821                    |OH*|17 28 18.60120 -28 24 00.3312          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
900 |IRAS 17245-2936                    |AB*|17 27 46.58760 -29 39 24.2028          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
901 |IRAS 17246-2827                    |OH*|17 27 50.40288 -28 29 45.5532          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
902 |IRAS 17255-2928                    |Mi*|17 28 43.90824 -29 31 18.8616          |     ~   |     ~   |     ~   |     ~   |16.803   |O-rich         |   2|   0
903 |OH 358.255+03.184                  |OH*|17 29 04.835 -28 42 07.49              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   1
904 |IRAS 17293-2941                    |OH*|17 32 33.86520 -29 43 13.5552          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
905 |IRAS 17276-2846                    |OH*|17 30 48.3382321920 -28 49 01.771840164|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  15|   0
906 |IRAS 17262-3005                    |OH*|17 29 27.53832 -30 07 24.8664          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
907 |IRAS 17289-3002                    |OH*|17 32 09.1941039240 -30 04 40.464564852|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
908 |IRAS 17299-2905                    |AB*|17 33 06.9913433640 -29 07 25.139276292|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
909 |IRAS 17301-2831                    |OH*|17 33 16.43496 -28 33 16.2720          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   1
910 |IRAS 17311-2820                    |OH*|17 34 16.02504 -28 22 36.1164          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
911 |IRAS 17313-3026                    |OH*|17 34 34.07808 -30 28 34.4388          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
912 |IRAS 17317-2852                    |AB*|17 34 52.5732883968 -28 54 12.825148392|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
913 |IRAS 17326-2951                    |OH*|17 35 48.21312 -29 53 47.2560          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
914 |IRAS 17337-2823                    |OH*|17 36 54.1508803885 -28 25 03.130526981|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
915 |IRAS 17292-2953                    |AB*|17 32 29.64336 -29 55 36.8652          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
916 |IRAS 17326-2841                    |OH*|17 35 46.58952 -28 43 44.8860          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
917 |IRAS 17253-2824                    |OH*|17 28 30.6854222976 -28 26 54.875028012|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
918 |IRAS 17361-2807                    |OH*|17 39 19.3819989984 -28 08 35.753775324|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
919 |OH 359.1+01.2                      |OH*|17 39 07.6910736888 -29 04 02.937172404|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  24|   0
920 |RAFGL 1992                         |OH*|17 39 14.93424 -30 14 24.3204          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  54|   1
921 |OH 359.54+01.29                    |OH*|17 39 34.78728 -28 37 46.0236          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   1
922 |IRAS 17348-2906                    |OH*|17 38 03.9222596040 -29 08 16.498404744|     ~   |     ~   |     ~   |     ~   |13.65    |O-rich         |   7|   0
923 |IRAS 17353-2934                    |AB*|17 38 35.6803337232 -29 36 37.383178464|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
924 |IRAS 17363-2802                    |OH*|17 39 30.03792 -28 03 33.8976          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
925 |IRAS 17364-3007                    |AB*|17 39 37.2660730896 -30 08 51.581404104|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
926 |IRAS 17365-3023                    |OH*|17 39 46.97280 -30 24 48.5640          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
927 |IRAS 17366-2922                    |AB*|17 39 43.84248 -29 24 13.4244          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
928 |OH 359.70+01.25                    |OH*|17 40 05.31336 -28 30 07.2216          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
929 |IRAS 17368-3000                    |OH*|17 40 06.6455278656 -30 02 01.863042792|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
930 |IRAS 17342-3011                    |OH*|17 37 28.9814520456 -30 12 51.775382448|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
931 |OH 357.75+00.34                    |OH*|17 38 53.65032 -30 40 48.3240          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
932 |OH 358.06+00.13                    |OH*|17 40 26.49240 -30 29 38.7744          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
933 |IRAS 17363-2905                    |OH*|17 39 35.29440 -29 07 24.4236          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
934 |IRAS 17371-2849                    |OH*|17 40 20.31504 -28 50 55.1328          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
935 |OH 000.71+00.45                    |OH*|17 45 35.66448 -28 04 44.8752          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   1
936 |OH 359.36+00.08                    |OH*|17 43 45.48024 -29 26 19.2768          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   1
937 |OH 359.675+00.069                  |OH*|17 44 34.32672 -29 10 38.5932          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  21|   0
938 |OH 359.76+00.12                    |OH*|17 44 34.96176 -29 04 35.6736          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  31|   0
939 |OH 359.776-00.120                  |OH*|17 45 33.26400 -29 11 23.2008          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  15|   0
940 |OH 359.825+00.153                  |OH*|17 44 36.48192 -29 00 19.7892          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
941 |OH 359.9+00.2                      |OH*|17 44 30.86232 -28 54 24.7176          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
942 |OH 359.946-00.047                  |OH*|17 45 40.63 -29 00 23.5                |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  60|   0
943 |OH 359.97-00.12                    |OH*|17 46 00.92304 -29 01 23.2428          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  20|   0
944 |OH 359.977-00.087                  |OH*|17 45 54.31368 -29 00 02.7576          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  14|   0
945 |OH 359.986-00.061                  |OH*|17 45 49.40544 -28 58 49.4400          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  28|   0
946 |OH 000.03-00.13                    |OH*|17 46 35.34168 -28 58 57.3168          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  19|   1
947 |OH 000.076+00.146                  |OH*|17 45 13.90608 -28 47 43.2024          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  19|   0
948 |OH 000.113-00.060                  |OH*|17 46 07.42968 -28 52 16.8384          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  12|   0
949 |OH 000.13+00.10                    |OH*|17 45 31.44504 -28 46 22.0800          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  15|   0
950 |OH 000.142+00.026                  |OH*|17 45 51.32568 -28 48 06.7536          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  17|   0
951 |OH 000.189+00.052                  |OH*|17 45 51.90744 -28 44 51.4680          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  17|   0
952 |OH 000.2+00.0                      |OH*|17 45 55.83024 -28 45 18.9648          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  40|   0
953 |IRAS 17454-3024                    |OH*|17 48 37.5056664984 -30 25 11.473720392|     ~   |     ~   |     ~   |     ~   |12.451   |O-rich         |  10|   0
954 |IRAS 17443-2949                    |PN |17 47 35.32488 -29 50 53.3940          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  31|   0
955 |OH 359.513+00.174                  |OH*|17 43 46.72704 -29 15 38.4444          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
956 |OH 359.517+00.001                  |OH*|17 44 27.78672 -29 20 50.0028          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
957 |OH 359.636-00.108                  |OH*|17 45 10.39488 -29 18 12.2616          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
958 |OH 000.0+00.3                      |OH*|17 44 14.95464 -28 45 06.0228          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  15|   1
959 |OH 000.38+00.13                    |OH*|17 45 54.18120 -28 31 45.9984          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  16|   0
960 |OH 000.5-00.2                      |OH*|17 47 25.06584 -28 36 33.8256          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   1
961 |OH 000.5+00.0                      |OH*|17 46 39.02832 -28 28 06.3984          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   1
962 |OH 359.755+00.061                  |OH*|17 44 47.93760 -29 06 49.9284          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
963 |OH 359.760+00.072                  |OH*|17 44 45.96000 -29 06 13.6296          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
964 |OH 359.763-00.042                  |OH*|17 45 13.06800 -29 09 36.3276          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
965 |OH 359.765+00.082                  |OH*|17 44 44.43144 -29 05 37.9176          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  12|   0
966 |OH 359.768-00.207                  |OH*|17 45 52.62048 -29 14 30.4188          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
967 |OH 359.778+00.010                  |OH*|17 45 03.20016 -29 07 12.6408          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  15|   0
968 |OH 359.8-00.4                      |OH*|17 46 38.12064 -29 19 30.6768          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  14|   1
969 |OH 359.803-00.021                  |OH*|17 45 13.87752 -29 06 55.4040          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
970 |OH 359.814-00.162                  |OH*|17 45 48.48240 -29 10 45.1992          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
971 |OH 359.851-00.533                  |OH*|17 47 21.33648 -29 20 24.4752          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
972 |OH 359.855-00.078                  |OH*|17 45 34.78560 -29 06 02.6784          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  17|   0
973 |OH 359.873-00.209                  |OH*|17 46 08.09184 -29 09 14.5836          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
974 |OH 359.888-00.051                  |OH*|17 45 33.22896 -29 03 29.1924          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
975 |OH 359.889+00.361                  |OH*|17 43 56.93616 -28 50 30.8040          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
976 |OH 359.890+00.155                  |OH*|17 44 45.02784 -28 56 57.8004          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
977 |OH 359.902+00.061                  |OH*|17 45 08.83752 -28 59 16.6812          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
978 |OH 359.911-00.059                  |OH*|17 45 38.29896 -29 02 32.0352          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
979 |OH 359.943+00.260                  |OH*|17 44 28.16184 -28 50 55.9032          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
980 |OH 359.955-00.031                  |OH*|17 45 37.90920 -28 59 26.4516          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
981 |OH 359.974+00.162                  |OH*|17 44 55.61736 -28 52 27.0336          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  15|   0
982 |OH 359.996-00.144                  |OH*|17 46 10.31472 -29 00 51.4440          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
983 |OH 000.007-00.088                  |OH*|17 45 58.90128 -28 58 35.0220          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
984 |OH 000.018+00.156                  |OH*|17 45 03.27792 -28 50 22.8048          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
985 |IRAS 17411-2843                    |OH*|17 44 19.22928 -28 44 21.7824          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   1
986 |OH 000.036-00.182                  |OH*|17 46 24.86688 -29 00 01.4076          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  12|   0
987 |OH 000.079-00.114                  |OH*|17 46 15.25008 -28 55 42.3588          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  15|   0
988 |OH 000.129-00.020                  |OH*|17 46 00.25392 -28 50 11.7780          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
989 |OH 000.138-00.136                  |OH*|17 46 28.70808 -28 53 19.4856          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  14|   0
990 |OH 000.178-00.055                  |OH*|17 46 15.34560 -28 48 47.7252          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  14|   0
991 |OH 000.180-00.098                  |OH*|17 46 25.84272 -28 50 00.1536          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
992 |OH 000.200+00.233                  |OH*|17 45 11.45352 -28 38 38.5332          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  12|   0
993 |OH 000.204+00.056                  |OH?|17 45 53.244 -28 43 58.39              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
994 |OH 000.217+00.023                  |OH*|17 46 02.86392 -28 44 20.6736          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
995 |OH 000.221+00.168                  |OH*|17 45 29.01792 -28 39 38.5344          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
996 |OH 000.225-00.055                  |OH*|17 46 22.11192 -28 46 22.6092          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  12|   0
997 |OH 000.241-00.014                  |OH*|17 46 14.96208 -28 44 17.3400          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
998 |OH 000.261-00.143                  |OH*|17 46 47.80680 -28 47 15.1620          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
999 |OH 000.265-00.078                  |OH*|17 46 33.11640 -28 45 00.7200          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   1
1000|OH 000.307-00.176                  |OH*|17 47 02.16864 -28 45 55.7892          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
