,Spectral Class,flux(U),flux(B),flux(V),flux(R),flux(I),flux(G),flux(J),flux(K)
5796,F,0,9.78,9.66,0,0,9.574658,9.121,9.169
5797,F,0,10.0,0,0,0,11.671519,10.433,10.133
5798,K,0,10.31,9.78,0,0,9.614994,8.571,8.186
5799,F,0,10.84,10.53,0,0,10.48698,9.824,9.598
5800,M,0,0,0,0,0,0,0,0
5801,A,0,9.6,9.53,0,0,9.563813,9.441,9.407
5802,B,0,11.75,10.94,0,0,10.3989,8.599,8.145
5803,O,0,0,0,0,0,16.284657,7.566,4.648
5804,A,0,10.22,10.01,0,0,9.991355,9.555,9.504
5805,F,0,13.09,11.94,0,0,12.133621,11.404,11.18
5806,K,0,12.69,11.53,0,0,11.126906,9.193,8.453
5807,B,12.86,12.84,11.98,0,0,11.646057,10.077,9.722
5808,F,0,11.4,11.25,0,0,10.915368,10.2,10.034
5809,B,0,9.99,9.91,0,0,9.911433,9.652,9.568
5810,B,12.58,12.53,11.75,0,0,11.422662,9.862,9.51
5811,O,0,0,0,0,0,0,13.822,0
5812,G,0,9.69,9.03,0,0,8.934038,7.898,7.583
5813,B,0,0,0,11.0,0,11.152919,10.066,9.709
5814,F,0,12.01,11.45,0,0,11.413764,10.74,10.531
5815,M,0,11.98,10.78,0,0,10.283099,8.433,7.695
5816,M,0,18.0,0,16.5,0,16.375048,13.982,13.153
5817,B,0,12.02,11.83,0,0,11.727044,10.927,10.767
5818,K,0,10.25,9.23,0,0,8.947722,7.393,6.803
5819,B,0,11.3,10.97,0,0,10.647722,9.585,9.357
5820,B,0,12.82,12.95,0,0,12.218421,11.518,11.334
5821,B,0,10.49,10.22,0,0,0,0,0
5822,G,0,9.69,9.23,0,0,9.102478,8.185,7.88
5823,O,0,0,0,0,15.89,15.376073,9.542,6.26
5824,B,12.6,12.46,11.05,10.65,0,10.407682,8.149,7.605
5825,F,0,9.09,8.79,0,0,8.732169,8.166,8.009
5826,F,0,13.8,0,0,0,12.910368,11.775,11.348
5827,K,0,10.33,9.33,0,0,9.108814,7.683,7.086
5828,K,0,11.34,9.59,0,0,8.808889,6.239,5.133
5829,O,0,0,0,0,0,0,16.318,9.107
5830,K,0,11.02,10.6,0,0,10.508358,9.81,9.586
5831,F,0,12.57,11.72,0,0,0,10.502,10.197
5832,O,0,0,0,0,0,19.09269,10.015,6.672
5833,O,0,0,0,0,0,16.091925,9.713,6.29
5834,G,0,10.88,10.29,0,0,10.143846,9.084,8.716
5835,A,0,12.04,11.86,0,0,11.570329,10.707,10.533
5836,M,0,10.68,9.07,0,0,8.347078,5.894,4.82
5837,A,0,10.35,9.78,0,0,9.724874,8.808,8.592
5838,A,0,11.67,11.53,0,0,11.165893,10.398,10.275
5839,F,0,12.025,11.583,11.534,0,0,10.859,10.64
5840,A,0,8.41,8.45,0,0,8.469233,8.515,8.647
5841,O,0,0,0,13.01,9.58,9.768312,4.05,1.13
5842,O,0,0,0,0,0,19.29007,10.107,6.177
5843,G,0,0,0,8.8,0,9.020891,8.064,7.734
5844,B,0,10.79,9.87,0,0,9.389842,7.377,6.888
5845,K,0,11.36,10.33,0,0,10.081996,8.629,8.016
5846,O,0,0,0,0,0,16.042332,8.554,5.886
5847,B,11.44,11.6,11.1,0,0,10.951789,9.763,9.55
5848,F,0,9.52,9.19,0,0,9.133296,8.535,8.353
5849,M,0,11.33,10.98,0,0,10.901717,10.092,9.949
5850,O,0,0,0,0,0,13.73635,7.148,4.501
5851,A,0,10.54,10.27,0,0,10.235332,9.554,9.343
5852,A,0,9.57,9.45,0,0,9.491594,9.208,9.171
5853,G,0,10.86,10.35,0,0,10.333985,9.601,9.362
5854,B,0,11.61,10.86,0,0,10.528419,8.886,8.542
5855,O,17.5,18.8,18.7,0,0,0,0,0
5856,O,0,0,0,0,0,15.477496,8.431,5.769
5857,A,0,10.21,9.81,0,0,9.750745,9.026,8.845
5858,K,0,0,0,0,0,0,0,0
5859,K,0,10.25,9.08,0,0,8.845964,7.258,6.627
5860,K,0,12.07,10.49,0,0,10.079049,8.037,7.05
5861,F,0,0,13.92,0,0,13.729625,12.792,12.397
5862,G,0,12.16,11.53,0,0,11.30157,9.986,9.601
5863,K,15.09,11.46,10.15,0,0,9.43686,7.106,6.056
5864,B,0,13.09,11.74,0,0,11.73121,10.306,9.994
5865,M,0,11.6,11.0,0,0,11.103015,9.933,9.479
5866,O,0,0,0,0,0,11.897312,6.351,4.783
5867,A,0,11.28,10.89,0,0,10.914152,10.235,10.06
5868,G,0,12.45,11.62,0,0,10.651707,8.362,7.656
5869,F,0,11.09,10.75,0,0,10.57725,9.877,9.667
5870,B,0,11.23,10.3,0,0,9.699846,7.532,6.964
5871,G,0,11.31,9.94,0,0,9.377409,7.331,6.582
5872,O,0,0,0,0,0,14.717906,7.528,4.635
5873,M,0,12.47,10.88,0,0,9.493345,6.368,5.231
5874,A,0,11.63,9.99,0,0,9.422618,7.106,6.125
5875,F,0,0,14.61,0,0,14.486941,13.603,13.315
5876,G,0,10.82,10.14,0,0,9.862249,8.53,8.081
5877,G,0,9.74,8.79,0,0,8.533998,7.026,6.504
5878,G,0,9.26,8.81,0,0,8.692043,7.869,7.598
5879,M,0,14.44,12.21,11.61,0,10.70085,7.207,5.789
5880,A,0,10.69,10.34,0,0,10.223732,9.46,9.303
5881,O,0,0,0,0,0,14.078647,7.261,5.251
5882,G,0,11.8,10.99,0,0,10.541178,8.732,8.091
5883,M,0,0,0,0,0,12.598222,9.397,8.054
5884,F,0,9.75,9.52,0,0,9.463608,8.922,8.803
5885,B,12.07,12.58,12.23,0,0,12.110713,11.409,11.323
5886,F,0,9.77,9.46,0,0,9.388443,8.688,8.555
5887,F,0,11.89,11.25,0,0,11.140582,0,0
5888,O,0,0,0,0,0,20.02677,12.982,10.574
5889,G,0,12.14,10.83,0,0,10.280386,8.071,7.307
5890,A,0,11.78,11.55,0,0,11.682529,11.245,11.185
5891,M,0,11.9,9.8,0,0,8.566055,5.547,4.289
5892,M,0,16.03,13.47,0,0,0,0,0
5893,O,0,0,0,0,0,0,0,8.965
5894,B,0,12.04,12.08,0,0,11.664364,10.618,10.424
5895,F,0,9.94,9.53,0,0,9.50192,8.986,8.828
5896,A,0,12.19,11.82,0,0,11.521616,10.368,10.122
5897,B,0,12.23,11.75,0,0,11.415905,10.055,9.788
5898,M,0,15.63,13.16,12.48,0,10.622649,6.48,4.904
5899,B,0,15.5,15.0,0,0,14.337284,12.824,12.41
5900,K,0,10.97,9.8,0,0,9.431268,7.702,7.005
5901,B,0,12.04,11.38,0,0,11.24579,10.014,9.795
5902,A,0,11.63,11.04,0,0,11.026034,9.689,9.406
5903,M,0,17.3,16.6,14.3,0,12.776286,8.651,7.237
5904,B,0,0,0,0,0,16.330515,16.65,0
5905,F,0,10.25,9.89,0,0,9.733151,8.983,8.766
5906,M,0,12.04,10.52,0,0,9.796282,7.397,6.35
5907,O,0,0,0,0,0,15.66844,8.189,5.157
5908,G,0,12.349,11.8,11.658,0,0,10.805,10.509
5909,A,0,10.96,10.67,0,0,10.661863,10.304,10.183
5910,M,0,0,0,0,0,18.343126,15.502,14.669
5911,O,0,0,0,0,0,16.503656,10.049,6.955
5912,F,0,0,0,0,0,0,0,0
5913,M,0,0,0,13.62,9.14,9.820789,5.147,3.378
5914,A,0,9.56,9.34,0,0,9.278192,8.68,8.603
5915,A,0,9.69,9.63,0,0,9.652059,9.521,9.536
5916,M,0,12.798,10.322,9.784,0,9.02784,5.705,4.379
5917,M,10.9,9.39,7.8,0,0,6.240213,2.954,1.733
5918,M,0,11.58,10.36,0,0,7.765392,3.815,2.494
5919,A,0,9.08,8.96,0,0,8.956823,8.671,8.639
5920,F,0,8.38,7.85,0,0,7.687464,6.526,6.374
5921,G,0,11.04,10.8,0,0,10.646553,9.634,9.329
5922,F,0,9.6,9.19,0,0,9.127963,8.35,8.182
5923,A,0,9.22,9.11,0,0,9.097826,8.792,8.791
5924,B,13.592,11.8,11.3,0,0,11.133356,9.829,9.588
5925,B,0,12.03,11.73,0,0,11.100835,9.803,9.421
5926,O,0,0,0,0,0,0,0,0
5927,A,0,11.75,11.09,0,0,11.030386,9.795,9.534
5928,K,0,10.8,9.4,0,0,9.06837,7.276,6.579
5929,M,0,11.165,9.51,0,0,8.81351,6.49,5.361
5930,O,0,0,0,0,0,18.114677,10.373,6.979
5931,B,0,0,0,0,0,0,0,0
5932,F,0,9.8,9.55,0,0,9.544427,9.206,9.065
5933,F,0,0,13.2,0,0,13.080507,12.211,11.874
5934,B,0,12.34,11.91,12.05,0,11.939158,10.299,8.696
5935,F,0,13.0,0,0,0,12.116926,11.033,10.736
5936,G,0,9.54,9.2,0,0,9.156253,8.562,8.412
5937,A,0,8.67,8.6,0,0,8.560971,8.228,8.233
5938,A,0,9.81,9.68,0,0,9.659658,9.357,9.308
5939,K,0,11.43,10.38,0,0,9.95445,8.285,7.599
5940,A,0,9.57,9.39,0,0,9.356865,8.887,8.809
5941,K,0,12.43,10.84,0,0,10.465974,8.513,7.673
5942,G,0,9.58,9.1,0,0,9.036275,8.19,7.943
5943,B,0,12.22,12.03,0,0,11.830583,11.191,11.113
5944,F,0,12.7,0,0,0,11.876037,10.703,10.366
5945,B,0,10.34,10.14,0,0,10.011637,9.326,9.201
5946,A,0,12.16,11.28,0,0,11.358686,9.925,9.563
5947,M,0,12.45,10.9,0,0,10.342971,8.052,7.079
5948,O,0,0,0,0,0,14.486889,8.041,5.666
5949,B,0,11.43,11.06,0,0,10.984526,10.04,9.575
5950,F,0,12.31,11.82,0,0,11.614702,10.34,9.97
5951,A,0,0,13.0,0,0,12.938916,11.534,11.218
5952,O,0,0,0,0,0,0,0,8.181
5953,B,0,12.15,12.02,0,0,11.670453,10.482,9.92
5954,G,0,10.14,8.57,0,0,8.078471,5.993,5.1
5955,O,0,0,0,0,0,16.446379,9.688,6.78
5956,K,0,12.0,10.63,0,0,10.247894,8.285,7.436
5957,K,0,12.23,10.69,0,0,10.275424,8.325,7.491
5958,G,0,12.02,11.5,0,0,11.141843,9.812,9.441
5959,K,0,11.41,10.13,0,0,9.615932,7.669,6.855
5960,K,0,11.67,10.54,0,0,10.024762,8.093,7.393
5961,A,0,11.3,11.07,0,0,10.959724,10.129,9.96
5962,O,0,0,0,0,0,11.026912,5.118,3.487
5963,M,0,0,20.18,0,16.87,18.567303,14.933,14.02
5964,K,0,10.82,9.79,0,0,9.604528,8.084,7.491
5965,F,0,9.15,8.78,0,0,8.742031,8.129,7.945
5966,B,0,12.02,12.07,0,0,11.474578,10.468,10.242
5967,G,0,10.18,9.68,0,0,9.531064,8.588,8.306
5968,K,0,11.52,9.85,0,0,8.661518,5.644,4.537
5969,M,0,11.14,9.63,0,0,8.952439,6.698,5.65
5970,G,0,0,11.4,0,0,0,0,0
5971,K,0,11.25,10.72,0,0,10.630394,9.815,9.54
5972,B,0,0,13.1,0,0,13.028431,12.931,12.943
5973,B,0,11.55,11.52,0,0,11.402451,11.105,11.112
5974,A,0,9.55,9.06,0,0,9.054238,8.336,8.142
5975,K,0,11.04,9.19,0,0,8.139849,5.222,3.993
5976,B,0,12.49,11.91,0,0,11.527514,10.494,10.211
5977,F,0,0,13.88,0,0,13.708385,12.812,12.496
5978,K,0,12.8,11.2,0,0,12.134509,10.926,10.716
5979,K,0,12.77,11.43,11.02,0,10.918819,8.855,8.076
5980,G,0,11.96,11.31,0,0,11.019816,9.783,9.378
5981,G,0,10.0,10.9,0,0,0,0,0
5982,A,0,9.29,9.19,0,0,9.205441,8.878,8.899
5983,A,0,9.44,9.19,0,0,9.224564,8.84,8.767
5984,O,0,0,0,0,0,0,13.57,10.139
5985,B,0,13.04,12.59,0,0,11.422176,10.681,10.613
5986,M,0,0,0,13.11,0,11.014389,6.042,4.1
5987,F,0,11.97,11.58,0,0,11.249102,10.187,9.9
5988,B,0,11.4,11.21,0,0,11.18151,10.449,10.114
5989,M,0,12.2,0,0,0,10.092927,6.469,5.06
5990,K,0,11.81,11.24,0,0,11.071184,10.015,9.669
5991,F,0,11.3,10.8,0,0,10.872344,10.077,9.774
5992,A,0,9.01,8.96,0,0,0,8.685,8.756
5993,B,0,13.16,13.0,0,0,11.268285,9.59,9.19
5994,G,0,12.64,11.17,0,0,11.397532,9.883,9.435
5995,A,0,9.93,9.55,0,0,9.491748,8.85,8.707
5996,B,0,10.7,10.31,0,0,10.325213,9.433,9.227
5997,F,0,9.91,9.59,0,0,9.51271,8.864,8.702
5998,F,0,11.0,10.51,0,0,10.310476,9.33,9.029
5999,O,0,0,0,0,0,0,0,0
6000,M,0,16.58,13.95,13.12,0,11.650295,7.746,6.149
6001,F,0,18.4,0,0,0,0,0,0
6002,O,0,0,0,0,0,0,12.837,7.976
6003,M,0,0,0,0,0,18.1576,14.698,13.84
6004,O,0,0,0,0,0,13.603592,6.568,4.219
6005,G,0,9.69,9.11,0,0,8.986298,7.978,7.673
6006,O,0,0,0,0,0,0,13.437,6.811
6007,F,0,0,13.93,0,0,13.830438,12.968,12.644
6008,A,0,11.88,11.64,0,0,11.66773,11.246,11.169
6009,O,0,0,0,0,0,18.226963,12.75,10.44
6010,M,0,0,0,0,0,14.933609,11.898,11.003
6011,M,0,12.61,10.71,0,0,9.975481,7.306,6.168
6012,K,0,13.06,11.76,0,0,11.478658,9.951,9.323
6013,K,0,10.58,10.12,0,0,10.019487,9.12,8.846
6014,M,0,0,13.5,0,0,13.656904,11.796,11.034
6015,O,0,0,0,0,0,11.558591,5.518,3.89
6016,B,0,11.84,11.37,0,0,11.125065,9.735,9.181
6017,B,12.04,11.6,10.9,0,0,10.604397,8.818,8.425
6018,G,0,12.1,11.32,0,0,11.451853,10.467,10.14
6019,G,0,11.45,10.9,0,0,10.72808,9.752,9.447
6020,B,11.77,12.15,11.6,0,0,11.44971,10.364,10.223
6021,B,12.2,12.34,11.51,0,0,11.162169,9.615,9.188
6022,F,0,11.421,10.347,10.007,0,9.991123,8.227,7.611
6023,F,0,17.3,0,16.37,0,16.67762,15.78,15.36
6024,B,0,13.08,11.33,0,0,10.306497,7.249,6.086
6025,M,0,11.59,10.51,0,0,10.172905,8.246,7.486
6026,M,0,15.86,13.38,12.63,0,11.530705,7.909,6.426
6027,O,0,0,0,0,0,0,0,11.632
6028,A,0,9.14,9.0,0,0,8.980895,8.397,8.32
6029,B,11.26,11.4,10.9,0,0,10.555226,9.081,8.699
6030,O,0,0,0,0,0,0,10.809,6.682
6031,A,0,11.587,11.189,11.153,0,0,10.462,10.358
6032,O,0,0,0,0,0,0,0,11.791
6033,M,0,12.89,11.05,10.88,0,9.59876,6.016,4.684
6034,B,0,12.2,0,0,0,12.519953,12.302,12.357
6035,A,0,0,14.8,0,0,14.801065,14.659,14.435
6036,O,0,0,0,0,0,16.052032,10.179,7.463
6037,M,0,0,0,0,0,13.555211,7.136,5.597
6038,G,0,13.1,0,0,0,11.320343,9.467,8.779
6039,F,0,0,15.21,0,0,15.12097,14.446,14.078
6040,B,0,12.13,11.27,0,0,11.212321,9.919,9.674
6041,B,10.84,11.1,10.56,0,0,10.322141,9.179,8.954
6042,K,0,10.56,9.4,0,0,9.183726,7.619,6.978
6043,F,0,0,14.54,0,0,14.408272,13.522,13.134
6044,B,0,12.68,12.48,0,0,11.997061,10.903,10.495
6045,B,0,11.96,11.41,0,0,11.048168,9.851,9.582
6046,M,0,11.02,9.05,0,0,8.273891,5.677,4.569
6047,A,0,9.5,9.41,0,0,9.409124,9.222,9.138
6048,K,0,11.7,10.96,0,0,10.832033,9.668,9.22
6049,K,0,9.52,8.19,0,0,7.7619,5.91,5.038
6050,B,0,12.59,11.19,0,0,11.362431,9.905,9.575
6051,K,0,11.96,10.79,0,0,10.348246,8.584,7.967
6052,B,10.82,11.4,11.14,0,0,11.100272,10.506,10.488
6053,O,0,0,0,0,0,9.928321,4.75,3.0
6054,B,0,10.4,0,0,0,0,0,0
6055,A,0,9.2,9.02,0,0,9.05915,8.788,8.693
6056,F,0,0,16.3,0,0,16.19237,15.35,14.828
6057,A,0,9.16,8.84,0,0,8.784366,0,0
6058,F,0,11.02,10.44,0,0,10.414205,9.41,9.118
6059,G,0,11.67,10.47,0,10.06,10.244187,8.318,7.664
6060,O,0,0,0,0,0,16.408667,8.198,5.234
6061,G,0,11.79,11.56,0,0,11.280957,10.101,9.736
6062,F,0,0,13.49,0,0,13.382969,12.576,12.323
6063,B,0,10.9,10.42,0,0,10.098578,8.902,8.722
6064,G,0,10.21,9.84,0,0,9.666298,8.923,8.695
6065,A,0,10.84,10.58,0,0,10.580213,10.144,10.081
6066,A,0,8.87,8.21,0,0,7.954804,6.401,5.771
6067,B,0,10.53,10.3,0,0,10.226962,9.465,9.283
6068,M,0,11.81,11.77,0,0,11.525835,10.816,10.605
6069,B,0,11.6,11.2,0,0,10.976127,9.409,8.721
6070,K,0,9.94,8.86,0,0,8.592726,7.091,6.499
6071,A,0,10.0,0,0,0,11.779601,10.466,10.11
6072,B,12.11,12.46,11.9,0,0,11.901888,10.944,10.763
6073,F,0,12.25,11.5,0,0,11.2989,10.07,9.733
6074,A,0,9.01,8.89,0,0,8.843488,8.49,8.452
6075,G,0,11.96,11.05,0,0,10.848114,9.374,8.769
6076,O,0,0,0,0,0,12.307077,6.349,4.369
6077,G,0,9.35,8.83,0,0,8.711231,7.804,7.509
6078,A,0,10.78,10.46,0,0,10.471846,9.927,9.734
6079,O,0,0,0,0,0,13.848599,7.305,5.367
6080,O,0,0,0,0,0,0,0,9.849
6081,F,0,10.0,0,0,0,11.350816,10.733,10.536
6082,A,0,9.91,9.62,0,0,9.593569,9.102,9.003
6083,G,0,11.9,11.29,0,0,11.326685,10.232,9.893
6084,M,0,0,0,12.49,0,9.475246,5.346,4.17
6085,F,0,0,15.22,0,0,15.103324,14.169,13.88
6086,M,0,11.88,10.64,0,0,10.55509,8.845,8.152
6087,M,0,11.86,10.61,0,0,10.008169,7.849,6.858
6088,A,0,9.81,9.73,0,0,9.696852,9.498,9.449
6089,G,0,10.61,10.21,0,0,10.164086,9.517,9.311
6090,B,0,9.9,9.24,0,0,9.03518,7.762,7.421
6091,G,0,12.21,11.39,0,0,11.450274,10.467,10.164
6092,K,0,10.14,9.12,0,0,8.882737,7.333,0
6093,B,12.11,12.2,11.72,0,0,11.548062,10.487,10.306
6094,B,0,12.97,12.55,0,0,11.793517,10.292,9.935
6095,M,0,0,0,0,0,0,0,0
6096,K,0,11.68,10.48,0,0,10.265392,8.565,7.929
6097,O,0,0,0,0,0,0,0,12.518
6098,K,0,11.8,11.0,0,0,10.633063,8.87,7.991
6099,A,0,0,12.8,0,0,12.540719,12.08,12.018
6100,B,0,11.16,10.94,0,0,10.802025,10.409,10.326
6101,G,0,13.1,0,0,0,12.046013,10.893,10.456
6102,G,0,12.21,11.66,0,0,11.617432,10.545,10.265
6103,O,0,0,0,0,0,0,0,0
6104,O,0,0,0,0,0,11.330621,5.361,3.12
6105,B,0,11.65,11.22,0,0,11.128659,10.353,10.164
6106,G,0,11.15,10.1,0,0,0,7.939,7.326
6107,M,0,0,0,0,0,9.813113,6.355,4.972
6108,F,0,12.006,11.083,11.016,0,10.803106,9.188,8.82
6109,K,0,0,0,0,0,0,0,0
6110,F,0,0,12.65,0,0,12.563849,11.643,11.32
6111,G,0,10.56,9.5,0,0,9.19217,7.628,6.939
6112,M,0,0,16.0,0,0,15.520361,13.5,12.68
6113,M,0,0,0,0,0,14.825847,12.04,10.828
6114,M,0,0,0,0,0,0,0,0
6115,G,0,9.55,8.89,0,0,8.785355,7.788,7.49
6116,K,0,10.0,9.07,0,0,8.830973,7.397,6.864
6117,M,0,0,13.807,0,0,13.247942,8.179,6.788
6118,F,0,11.79,11.22,0,0,11.115616,10.113,9.828
6119,O,0,0,0,0,0,0,0,0
6120,B,0,0,12.4,0,0,12.060672,10.655,10.404
6121,O,0,0,0,0,0,0,0,9.6
6122,O,0,0,0,0,0,0,0,9.832
6123,G,0,10.76,10.33,0,0,10.257395,9.542,9.283
6124,K,0,12.7,11.86,0,0,11.394303,9.759,9.056
6125,B,12.93,13.02,12.37,0,0,12.129702,10.91,10.649
6126,G,0,12.32,11.27,0,0,11.164576,9.956,9.543
6127,G,0,0,11.0,0,0,0,0,0
6128,K,0,11.22,10.13,0,0,9.795362,8.295,7.619
6129,K,0,12.66,11.05,0,0,10.576039,8.257,7.33
6130,F,0,18.1,0,17.7,0,18.08891,0,0
6131,A,0,11.71,11.34,11.22,0,11.142731,10.094,9.836
6132,B,0,12.25,11.86,0,0,11.910851,11.056,10.954
6133,F,0,0,13.29,0,0,13.199072,12.356,12.096
6134,G,0,0,0,0,0,0,8.615,8.467
6135,O,0,0,0,0,0,19.261509,9.543,5.824
6136,B,0,12.5,0,0,0,11.806179,10.637,10.445
6137,G,0,10.83,9.78,0,0,9.326304,7.504,6.824
6138,M,0,0,0,0,0,12.792178,9.705,8.789
6139,F,0,0,16.39,0,0,16.23132,15.304,14.791
6140,A,0,11.42,10.88,0,0,10.951707,9.943,9.708
6141,A,0,9.54,9.25,0,0,9.192521,8.572,8.427
6142,M,0,10.79,9.04,0,0,8.304881,5.884,4.738
6143,A,0,9.29,9.07,0,0,9.140129,8.402,8.364
6144,A,0,11.44,11.01,0,0,10.767625,9.727,9.335
6145,F,0,0,0,15.76,0,17.04524,16.49,0
6146,O,0,0,0,0,0,12.503919,6.772,4.696
6147,K,0,10.72,9.63,0,0,9.244301,7.541,6.933
6148,K,0,12.44,11.31,0,0,11.10094,9.671,9.107
6149,O,0,0,0,0,0,16.354523,10.689,0
6150,B,0,11.49,11.28,0,0,10.966648,10.169,10.008
6151,F,0,9.57,9.25,0,0,9.147962,8.535,8.337
6152,B,0,12.37,11.57,0,0,11.770222,10.882,10.67
6153,B,10.55,10.23,9.98,0,0,9.964172,9.386,9.232
6154,F,0,10.52,10.09,0,0,9.96414,9.267,8.974
6155,A,0,0,0,11.46,0,11.38759,10.764,10.621
6156,G,0,11.01,10.37,0,0,10.192015,9.061,8.722
6157,M,0,12.74,11.28,0,0,10.3043,7.18,5.985
6158,F,0,0,0,0,0,12.051101,11.204,10.931
6159,A,0,9.44,9.28,0,0,9.26892,8.843,8.809
6160,O,0,0,21.03,0,14.57,17.421309,11.256,7.447
6161,M,0,17.0,0,14.9,0,14.6945,11.668,10.795
6162,B,0,11.79,11.08,0,0,10.868084,8.934,8.416
6163,B,0,10.54,10.33,0,0,10.113384,9.538,9.417
6164,O,0,0,0,0,0,17.509827,7.25,3.846
6165,B,0,11.31,11.13,0,0,11.034786,10.244,10.033
6166,G,0,11.79,11.28,0,0,10.99398,9.892,9.505
6167,K,0,10.0,8.82,0,0,8.354646,6.397,5.724
6168,O,0,0,0,0,0,0,0,0
6169,B,0,11.35,10.81,0,0,10.84877,10.194,10.134
6170,G,0,13.06,11.09,0,0,10.566063,8.322,7.484
6171,A,0,9.09,8.92,0,0,8.888093,8.494,8.46
6172,K,0,11.72,10.24,0,0,9.537904,7.243,6.252
6173,O,0,0,0,0,0,18.7138,11.096,6.85
6174,M,0,13.73,12.15,11.73,0,9.875024,5.778,4.478
6175,O,0,0,0,0,0,0,0,10.311
6176,O,0,0,0,0,0,13.940972,7.28,5.059
6177,K,0,0,0,10.2,0,10.482743,9.01,8.459
6178,F,0,0,0,0,0,13.552117,12.88,12.695
6179,F,0,11.42,10.74,0,0,10.880314,10.111,9.875
6180,G,0,0,12.4,0,0,12.05893,10.419,9.791
6181,F,0,9.11,8.75,0,0,8.65405,7.971,7.824
6182,F,0,10.73,10.46,0,0,10.42112,9.908,9.765
6183,A,0,11.8,11.1,0,0,11.638793,10.364,10.194
6184,O,0,0,0,0,16.652,18.99144,12.072,8.092
6185,M,0,11.78,10.37,0,0,9.539101,6.956,5.886
6186,F,0,11.51,11.14,0,0,10.950192,10.288,10.086
6187,F,0,10.24,9.72,0,0,9.591963,8.56,8.278
6188,B,0,12.42,11.57,0,0,11.323531,9.775,9.43
6189,A,0,9.38,9.07,0,0,9.067328,8.558,8.447
6190,K,19.612,0,16.16,0,14.16,15.294168,12.619,11.683
6191,B,10.37,10.7,10.26,0,0,10.266498,9.357,9.169
6192,A,0,10.0,0,0,0,11.499288,9.792,9.356
6193,M,0,0,11.72,14.32,0,11.347301,7.747,6.521
6194,A,0,11.83,11.26,0,0,11.33822,10.759,10.655
6195,F,0,12.84,13.0,0,0,12.454459,11.493,11.148
6196,F,0,10.897,10.809,10.886,0,10.882843,10.628,10.608
6197,F,0,12.4,12.3,0,0,12.246104,11.51,11.279
6198,A,0,10.16,9.89,0,0,9.882724,9.36,9.256
6199,M,0,9.2,7.72,0,0,6.606275,3.52,2.373
6200,B,0,11.82,10.93,0,0,10.626028,8.351,7.855
6201,K,0,10.07,9.04,0,0,8.753079,7.171,6.588
6202,M,0,12.42,10.81,0,0,10.238493,8.018,7.067
6203,B,0,11.49,11.11,0,0,10.861708,9.976,9.82
6204,F,0,0,10.6,12.41,11.99,12.287458,11.501,11.24
6205,K,0,11.69,10.42,0,0,9.914831,7.93,7.217
6206,K,10.99,9.89,8.74,0,0,8.380737,6.668,5.915
6207,O,0,0,0,0,0,13.424962,6.29,4.556
6208,F,0,0,13.66,0,0,13.536982,12.682,12.389
6209,B,12.24,11.99,10.82,0,0,10.241158,8.196,7.738
6210,F,0,0,14.62,0,0,14.508098,13.818,13.528
6211,G,0,9.9,9.47,0,0,9.330645,8.444,8.191
6212,G,0,11.7,10.86,0,0,10.658681,9.503,9.052
6213,A,0,12.99,12.02,11.82,0,11.890609,10.335,9.877
6214,B,0,11.28,11.08,0,0,10.891561,9.705,9.411
6215,B,11.31,11.85,11.49,0,0,11.419405,10.514,10.089
6216,A,0,12.31,11.59,0,0,11.044915,9.547,9.197
6217,M,0,0,0,13.07,0,11.403079,7.516,5.985
6218,K,0,9.43,8.48,0,0,8.246824,6.847,6.291
6219,G,0,12.06,10.11,0,0,9.111618,6.367,5.188
6220,A,0,12.16,12.16,0,0,11.957693,10.369,9.977
6221,G,0,11.58,10.65,0,0,10.318347,8.776,8.086
6222,G,0,9.9,9.41,0,0,9.5384,8.325,8.022
6223,G,0,9.47,8.44,0,0,8.155011,6.597,5.958
6224,G,0,9.42,9.01,0,0,8.937744,8.165,7.953
6225,M,0,16.37,14.87,13.8,0,13.991138,11.585,10.846
6226,B,0,14.09,13.33,0,0,12.997108,11.923,11.528
6227,B,0,0,14.13,13.57,0,13.434616,11.117,10.134
6228,A,0,11.43,11.19,0,0,11.061632,10.46,10.33
6229,M,0,0,0,0,0,0,0,0
6230,A,0,11.62,11.24,0,0,11.218437,10.515,10.367
6231,F,0,12.65,11.73,0,0,12.042146,11.209,10.922
6232,B,0,11.71,11.11,0,0,10.724199,9.121,8.81
6233,G,0,9.75,9.4,0,0,0,8.465,8.26
6234,F,0,0,16.0,0,0,15.75152,14.563,14.142
6235,G,0,11.02,10.44,0,0,10.517243,9.629,9.39
6236,M,0,0,0,0,0,16.966906,15.148,14.619
6237,F,0,9.85,9.64,0,0,9.596815,9.075,9.009
6238,G,0,9.7,9.25,0,0,9.198125,8.447,8.2
6239,G,0,12.01,11.59,0,0,11.144537,9.844,9.466
6240,F,0,0,13.13,0,0,0,0,0
6241,A,0,9.67,9.41,0,0,9.382298,8.771,8.651
6242,M,0,10.74,9.03,0,0,8.332827,6.04,5.001
6243,M,0,0,13.395,0,0,12.743634,10.551,9.697
6244,A,0,10.62,10.34,0,0,10.280243,9.731,9.639
6245,K,0,12.01,10.69,0,0,10.730577,9.164,8.455
6246,M,0,11.23,9.73,0,0,9.337841,7.34,6.45
6247,M,0,0,0,0,0,12.512856,9.476,8.07
6248,F,0,11.68,11.23,0,0,10.826808,9.617,9.296
6249,F,0,11.005,10.553,0,0,10.468417,9.744,9.452
